# AREE gene identifier crosswalk — Magallana gigas (Crassostrea gigas), Pacific oyster (NCBI taxid 29159)
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Sources: NCBI Gene (gene_info) and UniProtKB. See the .provenance.json
# sidecar for source URLs, checksums, and coverage statistics.
# Current NCBI reference annotation at build time: GCF_963853765.1 (xbMagGiga1.1), annotation release GCF_963853765.1-RS_2024_06
# NOTE: orthogroup_id is intentionally empty — real orthogroups require an
# ortholog inference run and are not fabricated here.
ncbi_gene_id	ensembl_gene_id	uniprot_accession	uniprot_accessions_all	locus_id	gene_symbol	gene_synonyms	gene_description	gene_type	orthogroup_id
105317502	ENSBDJG00000020622			LOC105317502	LOC105317502		DNA-directed RNA polymerase II subunit RPB4	protein-coding	
105317504				LOC105317504	LOC105317504		uncharacterized LOC105317504	ncRNA	
105317505	ENSBDJG00000022492	A0A8W8MVA7	A0A8W8MVA7	LOC105317505	LOC105317505		UPAR/Ly6 domain-containing protein crim	protein-coding	
105317506	ENSBDJG00000019860	A0A8W8MVB1	A0A8W8MVB1	LOC105317506	LOC105317506	Rps11	small ribosomal subunit protein uS17	protein-coding	
105317507	ENSBDJG00000023103			LOC105317507	LOC105317507		uncharacterized LOC105317507	protein-coding	
105317509				LOC105317509	LOC105317509		uncharacterized LOC105317509	protein-coding	
105317512				LOC105317512	LOC105317512		BTB and MATH domain-containing protein 38	protein-coding	
105317513				LOC105317513	LOC105317513		C-type lectin domain family 17, member A	protein-coding	
105317514	ENSBDJG00000009494			LOC105317514	LOC105317514		uncharacterized LOC105317514	protein-coding	
105317516	ENSBDJG00000013469			LOC105317516	LOC105317516		serine-protein kinase ATM	protein-coding	
105317520				LOC105317520	LOC105317520	Caprin-2	multimerin-2	protein-coding	
105317521				LOC105317521	LOC105317521		uncharacterized LOC105317521	protein-coding	
105317522				LOC105317522	LOC105317522		uncharacterized LOC105317522	protein-coding	
105317526				LOC105317526	LOC105317526		kelch domain-containing protein 10	protein-coding	
105317528				LOC105317528	LOC105317528		uncharacterized LOC105317528	ncRNA	
105317529				LOC105317529	LOC105317529		gelsolin-related protein of 125 kDa	protein-coding	
105317530				LOC105317530	LOC105317530		THUMP domain-containing protein 2	protein-coding	
105317533	ENSBDJG00000003357			LOC105317533	LOC105317533		tyrosine-protein phosphatase non-receptor type 7	protein-coding	
105317534	ENSBDJG00000003630			LOC105317534	LOC105317534		tyrosine-protein phosphatase Lar-like	protein-coding	
105317535				LOC105317535	LOC105317535		receptor-type tyrosine-protein phosphatase alpha	protein-coding	
105317539				LOC105317539	LOC105317539		uncharacterized LOC105317539	protein-coding	
105317540	ENSBDJG00000003324			LOC105317540	LOC105317540		nucleolar and coiled-body phosphoprotein 1	protein-coding	
105317541				LOC105317541	LOC105317541		visual pigment-like receptor peropsin	protein-coding	
105317542		A0A8W8N4H0	A0A8W8N4H0	LOC105317542	LOC105317542	Melanopsin	parapinopsin	protein-coding	
105317544				LOC105317544	LOC105317544		serine-rich adhesin for platelets	protein-coding	
105317545	ENSBDJG00000007502			LOC105317545	LOC105317545		C-myc promoter-binding protein	protein-coding	
105317546				LOC105317546	LOC105317546		cholecystokinin receptor	protein-coding	
105317547	ENSBDJG00000009567			LOC105317547	LOC105317547		arrestin domain-containing protein 17	protein-coding	
105317548				LOC105317548	LOC105317548		fibropellin-1	protein-coding	
105317549	ENSBDJG00000007041			LOC105317549	LOC105317549		cotranscriptional regulator ARB2A	protein-coding	
105317550	ENSBDJG00000008657			LOC105317550	LOC105317550		mitogen-activated protein kinase kinase kinase 11	protein-coding	
105317551	ENSBDJG00000009444	A0A8W8I7Y4	A0A8W8I7Y4	LOC105317551	LOC105317551		large ribosomal subunit protein mL49	protein-coding	
105317552		A0A8W8LNH7	A0A8W8LNH7	LOC105317552	LOC105317552		uncharacterized LOC105317552	protein-coding	
105317554				LOC105317554	LOC105317554	Frep1	fibrinogen-like protein A	protein-coding	
105317555				LOC105317555	LOC105317555		uncharacterized LOC105317555	unknown	
105317556	ENSBDJG00000010055			LOC105317556	LOC105317556		protein AF-9	protein-coding	
105317557	ENSBDJG00000006076			LOC105317557	LOC105317557	dysfip1	protein phosphatase 1 regulatory subunit 27	protein-coding	
105317558		A0A8W8N0H4	A0A8W8N0H4	LOC105317558	LOC105317558		jmjC domain-containing protein E	protein-coding	
105317560				LOC105317560	LOC105317560		uncharacterized LOC105317560	protein-coding	
105317561	ENSBDJG00000022075	A0A8W8N3L7	A0A8W8N3L7	LOC105317561	LOC105317561		uncharacterized LOC105317561	protein-coding	
105317562	ENSBDJG00000019504			LOC105317562	LOC105317562	chitS1	chitin synthase chs-2	protein-coding	
105317563	ENSBDJG00000005121			LOC105317563	LOC105317563		origin recognition complex subunit 5	protein-coding	
105317564				LOC105317564	LOC105317564		uncharacterized LOC105317564	ncRNA	
105317565				LOC105317565	LOC105317565		uncharacterized LOC105317565	protein-coding	
105317566				LOC105317566	LOC105317566	Myosin-4	chitin synthase chs-2	protein-coding	
105317568	ENSBDJG00000007611			LOC105317568	LOC105317568		Golgi phosphoprotein 3 homolog sauron	protein-coding	
105317570	ENSBDJG00000008953			LOC105317570	LOC105317570		centromere/kinetochore protein zw10 homolog	protein-coding	
105317571				LOC105317571	LOC105317571		SCO-spondin	protein-coding	
105317573	ENSBDJG00000017990			LOC105317573	LOC105317573		protein CIP2A homolog L	protein-coding	
105317575				LOC105317575	LOC105317575		complement C1q-like protein 4	protein-coding	
105317576	ENSBDJG00000018766			LOC105317576	LOC105317576		uncharacterized LOC105317576	protein-coding	
105317578				LOC105317578	LOC105317578		uncharacterized LOC105317578	protein-coding	
105317579				LOC105317579	LOC105317579		transcription factor SUM-1	protein-coding	
105317580	ENSBDJG00000018376			LOC105317580	LOC105317580		43 kDa receptor-associated protein of the synapse	protein-coding	
105317581				LOC105317581	LOC105317581		kinesin-like protein KIF14	protein-coding	
105317582	ENSBDJG00000008977	A0A8W8KZA7	A0A8W8KZA7;A0A8W8L4U8	LOC105317582	LOC105317582		tryptophan 2,3-dioxygenase	protein-coding	
105317583	ENSBDJG00000012529	A0A8W8KZ97	A0A8W8KZ97	LOC105317583	LOC105317583		vacuolar ATPase assembly integral membrane protein VMA21	protein-coding	
105317584	ENSBDJG00000009809			LOC105317584	LOC105317584		gamma-glutamyl hydrolase	protein-coding	
105317585	ENSBDJG00000011285			LOC105317585	LOC105317585		uncharacterized LOC105317585	ncRNA	
105317586				LOC105317586	LOC105317586		uncharacterized LOC105317586	protein-coding	
105317587				LOC105317587	LOC105317587		uncharacterized LOC105317587	ncRNA	
105317588	ENSBDJG00000010550			LOC105317588	LOC105317588		N-acetylglucosamine-6-phosphate deacetylase	protein-coding	
105317589				LOC105317589	LOC105317589		uncharacterized LOC105317589	ncRNA	
105317590				LOC105317590	LOC105317590		uncharacterized LOC105317590	protein-coding	
105317591	ENSBDJG00000012842			LOC105317591	LOC105317591		fatty acid-binding protein, adipocyte	protein-coding	
105317592	ENSBDJG00000012063			LOC105317592	LOC105317592		sortilin-related receptor	protein-coding	
105317593	ENSBDJG00000010134	A0A8W8KZ43	A0A8W8KZ43	LOC105317593	LOC105317593		uncharacterized LOC105317593	protein-coding	
105317595	ENSBDJG00000011385	A0A8W8L1G9	A0A8W8L1G9	LOC105317595	LOC105317595		methylmalonic aciduria type A homolog, mitochondrial	protein-coding	
105317596	ENSBDJG00000002984	A0A8W8J3A2	A0A8W8J3A2	LOC105317596	LOC105317596		protein CWC15 homolog A	protein-coding	
105317597				LOC105317597	LOC105317597		uncharacterized LOC105317597	protein-coding	
105317598	ENSBDJG00000000157			LOC105317598	LOC105317598		tyrosine-protein kinase RYK	protein-coding	
105317599				LOC105317599	LOC105317599		uncharacterized LOC105317599	protein-coding	
105317600				LOC105317600	LOC105317600		uncharacterized LOC105317600	protein-coding	
105317601				LOC105317601	LOC105317601		uncharacterized LOC105317601	ncRNA	
105317603				LOC105317603	LOC105317603		zinc finger protein interacting with ribonucleoprotein K	protein-coding	
105317606	ENSBDJG00000012877			LOC105317606	LOC105317606		rab proteins geranylgeranyltransferase component A 2	protein-coding	
105317610	ENSBDJG00000015848			LOC105317610	LOC105317610		PR domain zinc finger protein 14	protein-coding	
105317612	ENSBDJG00000023477			LOC105317612	LOC105317612		ATP-dependent translocase ABCB1	protein-coding	
105317615				LOC105317615	LOC105317615		deoxynucleoside triphosphate triphosphohydrolase SAMHD1	protein-coding	
105317617	ENSBDJG00000005845			LOC105317617	LOC105317617		uncharacterized LOC105317617	protein-coding	
105317618	ENSBDJG00000007177			LOC105317618	LOC105317618		ubiquitin carboxyl-terminal hydrolase 21	protein-coding	
105317619	ENSBDJG00000005990			LOC105317619	LOC105317619		uncharacterized LOC105317619	protein-coding	
105317620				LOC105317620	LOC105317620		uncharacterized LOC105317620	ncRNA	
105317622				LOC105317622	LOC105317622		uncharacterized LOC105317622	protein-coding	
105317623	ENSBDJG00000007424			LOC105317623	LOC105317623		traB domain-containing protein	protein-coding	
105317624				LOC105317624	LOC105317624		galactose-3-O-sulfotransferase 2	protein-coding	
105317625				LOC105317625	LOC105317625		uncharacterized LOC105317625	protein-coding	
105317626	ENSBDJG00000004810			LOC105317626	LOC105317626		proline rich transmembrane protein 1B	protein-coding	
105317627	ENSBDJG00000006189	A0A8W8M1G5	A0A8W8M1G5;A0A8W8M299;A0A8W8M2A4	LOC105317627	LOC105317627		universal stress protein in QAH/OAS sulfhydrylase 3'region	protein-coding	
105317628				LOC105317628	LOC105317628		uncharacterized LOC105317628	protein-coding	
105317630	ENSBDJG00000022547			LOC105317630	LOC105317630		glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	protein-coding	
105317633				LOC105317633	LOC105317633		transient receptor potential cation channel subfamily M member-like 2	protein-coding	
105317634				LOC105317634	LOC105317634		uncharacterized LOC105317634	protein-coding	
105317636	ENSBDJG00000016535			LOC105317636	LOC105317636		interferon regulatory factor 8	protein-coding	
105317637	ENSBDJG00000015406			LOC105317637	LOC105317637		mitochondrial import inner membrane translocase subunit Tim21	protein-coding	
105317638	ENSBDJG00000015918			LOC105317638	LOC105317638		mediator of RNA polymerase II transcription subunit 10	protein-coding	
105317639	ENSBDJG00000015348			LOC105317639	LOC105317639		uncharacterized LOC105317639	protein-coding	
105317641				LOC105317641	LOC105317641		kinesin-like protein KIF28P	protein-coding	
105317644				LOC105317644	LOC105317644		transcription factor E4F1	protein-coding	
105317645				LOC105317645	LOC105317645		hypothetical protein	protein-coding	
105317646				LOC105317646	LOC105317646		beta-1,3-galactosyltransferase 5	protein-coding	
105317649				LOC105317649	LOC105317649		uncharacterized LOC105317649	protein-coding	
105317650				LOC105317650	LOC105317650		uncharacterized LOC105317650	protein-coding	
105317654	ENSBDJG00000012240	A0A8W8L3H9	A0A8W8L3H9	LOC105317654	LOC105317654	Rpl9	large ribosomal subunit protein uL6	protein-coding	
105317657				LOC105317657	LOC105317657		uncharacterized LOC105317657	ncRNA	
105317658	ENSBDJG00000013719			LOC105317658	LOC105317658		lactase/phlorizin hydrolase	protein-coding	
105317659				LOC105317659	LOC105317659		uncharacterized LOC105317659	protein-coding	
105317660	ENSBDJG00000013997			LOC105317660	LOC105317660		chondroitin proteoglycan-2	protein-coding	
105317661	ENSBDJG00000013231			LOC105317661	LOC105317661		uncharacterized LOC105317661	ncRNA	
105317662				LOC105317662	LOC105317662		peritrophin-48	protein-coding	
105317663	ENSBDJG00000015371			LOC105317663	LOC105317663		nucleoside hydrolase	protein-coding	
105317664				LOC105317664	LOC105317664		uncharacterized LOC105317664	protein-coding	
105317665	ENSBDJG00000007590			LOC105317665	LOC105317665		mesoderm-specific transcript homolog protein	protein-coding	
105317666	ENSBDJG00000007695	A0A8W8M1C3	A0A8W8M1C3	LOC105317666	LOC105317666		centrosomal protein of 41 kDa	protein-coding	
105317667	ENSBDJG00000017431			LOC105317667	LOC105317667		uncharacterized LOC105317667	protein-coding	
105317670				LOC105317670	LOC105317670		uncharacterized LOC105317670	ncRNA	
105317671				LOC105317671	LOC105317671		E3 ubiquitin-protein ligase TRIM56	protein-coding	
105317672				LOC105317672	LOC105317672		tripartite motif-containing protein 2	protein-coding	
105317673				LOC105317673	LOC105317673		uncharacterized LOC105317673	protein-coding	
105317674				LOC105317674	LOC105317674		uncharacterized LOC105317674	ncRNA	
105317675				LOC105317675	LOC105317675		uncharacterized LOC105317675	protein-coding	
105317677				LOC105317677	LOC105317677		uncharacterized LOC105317677	ncRNA	
105317678				LOC105317678	LOC105317678		serine-rich adhesin for platelets	protein-coding	
105317679				LOC105317679	LOC105317679		carnosine synthase 1	protein-coding	
105317681	ENSBDJG00000013768			LOC105317681	LOC105317681		protein fantom	protein-coding	
105317684	ENSBDJG00000015109	A0A8W8JSW9	A0A8W8JSW9	LOC105317684	LOC105317684		guanine nucleotide-binding protein G(s) subunit alpha	protein-coding	
105317685	ENSBDJG00000016406			LOC105317685	LOC105317685		H(+)/Cl(-) exchange transporter 7	protein-coding	
105317687	ENSBDJG00000013642			LOC105317687	LOC105317687		malonyl-CoA-acyl carrier protein transacylase, mitochondrial	protein-coding	
105317688	ENSBDJG00000015996			LOC105317688	LOC105317688		mediator of RNA polymerase II transcription subunit 24	protein-coding	
105317691	ENSBDJG00000018991	A0A8W8NU45	A0A8W8NU45	LOC105317691	LOC105317691		signal peptidase complex catalytic subunit SEC11A	protein-coding	
105317695				LOC105317695	LOC105317695		uncharacterized LOC105317695	protein-coding	
105317697				LOC105317697	LOC105317697		uncharacterized LOC105317697	protein-coding	
105317698				LOC105317698	LOC105317698		uncharacterized LOC105317698	ncRNA	
105317700				LOC105317700	LOC105317700		uncharacterized LOC105317700	protein-coding	
105317704	ENSBDJG00000006074			LOC105317704	LOC105317704		uncharacterized LOC105317704	protein-coding	
105317707	ENSBDJG00000009157			LOC105317707	LOC105317707		uncharacterized LOC105317707	protein-coding	
105317708	ENSBDJG00000008112	A0A8W8HLG9	A0A8W8HLG9	LOC105317708	LOC105317708		uncharacterized LOC105317708	protein-coding	
105317709				LOC105317709	LOC105317709		uncharacterized LOC105317709	ncRNA	
105317710				LOC105317710	LOC105317710		uncharacterized LOC105317710	protein-coding	
105317711	ENSBDJG00000006229			LOC105317711	LOC105317711		protein wech	protein-coding	
105317714				LOC105317714	LOC105317714		integrator complex subunit 13	protein-coding	
105317715				LOC105317715	LOC105317715		interferon-induced protein 44	protein-coding	
105317717				LOC105317717	LOC105317717		uncharacterized LOC105317717	protein-coding	
105317718				LOC105317718	LOC105317718		uncharacterized LOC105317718	protein-coding	
105317719				LOC105317719	LOC105317719		uncharacterized LOC105317719	protein-coding	
105317720				LOC105317720	LOC105317720		uncharacterized LOC105317720	protein-coding	
105317724				LOC105317724	LOC105317724		uncharacterized LOC105317724	protein-coding	
105317726		A0A8W8M932	A0A8W8M932	LOC105317726	LOC105317726		putative amine oxidase [copper-containing]	protein-coding	
105317730				LOC105317730	LOC105317730		uncharacterized LOC105317730	protein-coding	
105317731				LOC105317731	LOC105317731		putative amine oxidase [copper-containing]	protein-coding	
105317734	ENSBDJG00000012670			LOC105317734	LOC105317734		integrator complex subunit 11	protein-coding	
105317735				LOC105317735	LOC105317735		uncharacterized LOC105317735	ncRNA	
105317736	ENSBDJG00000005115			LOC105317736	LOC105317736		hepatocyte growth factor receptor	protein-coding	
105317737	ENSBDJG00000005940			LOC105317737	LOC105317737		hepatocyte growth factor receptor	protein-coding	
105317739	ENSBDJG00000007154	A0A8W8LLT4	A0A8W8LLT4	LOC105317739	LOC105317739		interferon-related developmental regulator 2	protein-coding	
105317741				LOC105317741	LOC105317741		uncharacterized LOC105317741	ncRNA	
105317743				LOC105317743	LOC105317743		neurogenic locus notch homolog protein 1	protein-coding	
105317744				LOC105317744	LOC105317744		uncharacterized LOC105317744	ncRNA	
105317745	ENSBDJG00000007436			LOC105317745	LOC105317745		ninjurin-1	protein-coding	
105317748				LOC105317748	LOC105317748		uncharacterized LOC105317748	protein-coding	
105317749	ENSBDJG00000006702			LOC105317749	LOC105317749		F-box only protein 7	protein-coding	
105317750				LOC105317750	LOC105317750		uncharacterized LOC105317750	ncRNA	
105317751	ENSBDJG00000006628			LOC105317751	LOC105317751		transcription factor GATA-3	protein-coding	
105317752	ENSBDJG00000007372			LOC105317752	LOC105317752		synaptotagmin-9	protein-coding	
105317753	ENSBDJG00000006512			LOC105317753	LOC105317753		ruvB-like 1	protein-coding	
105317754	ENSBDJG00000006060	A0A8W8M8E6	A0A8W8M8E6	LOC105317754	LOC105317754		protein transport protein Sec61 subunit alpha	protein-coding	
105317755	ENSBDJG00000005267	A0A8W8M5C3	A0A8W8M5C3	LOC105317755	LOC105317755		coiled-coil domain-containing protein 146	protein-coding	
105317756				LOC105317756	LOC105317756		uncharacterized LOC105317756	protein-coding	
105317757				LOC105317757	LOC105317757		uncharacterized LOC105317757	ncRNA	
105317758				LOC105317758	LOC105317758		uncharacterized LOC105317758	protein-coding	
105317759	ENSBDJG00000010894			LOC105317759	LOC105317759		lariat debranching enzyme A	protein-coding	
105317761				LOC105317761	LOC105317761		receptor-type tyrosine-protein phosphatase epsilon	protein-coding	
105317763				LOC105317763	LOC105317763		protein toll-like	protein-coding	
105317767	ENSBDJG00000007742			LOC105317767	LOC105317767		uncharacterized LOC105317767	protein-coding	
105317771				LOC105317771	LOC105317771		uncharacterized LOC105317771	ncRNA	
105317773	ENSBDJG00000005335			LOC105317773	LOC105317773		leukotriene A-4 hydrolase	protein-coding	
105317775				LOC105317775	LOC105317775		N66 matrix protein	protein-coding	
105317776				LOC105317776	LOC105317776		uncharacterized LOC105317776	protein-coding	
105317777				LOC105317777	LOC105317777		uncharacterized LOC105317777	ncRNA	
